FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName,ImageURL
37,37,1,0,Muenster,Fromage muenster,1981-01-01,,1030,,https://media.istockphoto.com/id/1273679845/photo/a-slice-of-reblochon-cheese-lies-on-a-white-background-isolated.jpg?s=612x612&w=0&k=20&c=KP-1DhlovizVQGVi3i7H6UgCxvrw7WlDY5oVd9kBOWM=
38,38,1,0,Neufchatel,Fromage neufchatel,1981-01-01,,1031,,https://vinsullivan.com/image/cache/data/Products/cheese/neufchatel-600x315.jpg
40,40,1,3,Parmesan,"Fromage parmesan, p�te dure",1981-01-01,,1033,,https://media.istockphoto.com/id/1305059542/photo/pieces-of-delicious-parmesan-cheese-on-white-background.jpg?s=612x612&w=0&k=20&c=Wvk5OyxKL8sNnlASMR72A7xZ4zGWb4AsXtrB9kNisw8=
41,41,1,0,Port salut,Fromage port-salut,1981-01-01,,1034,,https://media.istockphoto.com/id/516982358/photo/port-hi-cheese.jpg?s=612x612&w=0&k=20&c=6UCfH5S28e3GqT7QgE27Ng6yMl6MAff_llHdgZa92tQ=
42,42,1,0,Provolone,Fromage provolone,1981-01-01,,1035,,https://media.istockphoto.com/id/1451773646/photo/provolone-slices-on-white-background.jpg?s=612x612&w=0&k=20&c=oFgU3Xj9VjhQjg268ECKyOnw-xnPddrWN6F6ImYhMig=
43,43,1,0,Ricotta,"Fromage ricotta, avec lait entier",1981-01-01,,1036,,https://media.istockphoto.com/id/510463149/photo/ricotta-cheese-just-cutted-on-white-background.jpg?s=612x612&w=0&k=20&c=SBrfUrVU86_gIJ3LUobZwVO1PWNvKtdG3I_K2MWjT5s=
45,45,1,3,Romano,Fromage romano,1981-01-01,,1038,,https://media.istockphoto.com/id/1276988952/photo/pecorino-romano-isolated.jpg?s=612x612&w=0&k=20&c=hzvtsymfbqSI7oK_QQWUa2PY8CVVbZu-QTi3dveRXFw=
46,46,1,0,Roquefort,Fromage roquefort (bleu),1981-01-01,,1039,,https://media.istockphoto.com/id/136361948/photo/slice-of-roquefort-cheese.jpg?s=612x612&w=0&k=20&c=-zAECAhThMDNA82SlWi0Ov72Wef4quVkK5nH9GYda4I=
47,47,1,3,Swiss cheese,Fromage suisse (emmental),1981-01-01,,1040,,https://media.istockphoto.com/id/121306671/photo/a-piece-of-yellow-cheese-by-itself.jpg?s=612x612&w=0&k=20&c=8GVJVTlmoW8tB31UDKi04-eQ9BBtLdtzjMIQr65BVxA=
48,48,1,3,Tilsit cheese,"Fromage tilsit, avec lait entier",1981-01-01,,1041,,https://media01.stockfood.com/largepreviews/NTc2NjMxMA==/00186010-A-slice-of-Tilsit-cheese-with-rind.jpg
54,54,1,0,Whipped cream,"Cr�me, garniture fouett�e, sous pression (bombe)",1981-01-01,,1054,,https://media.istockphoto.com/id/1441123016/photo/delicious-whipped-cream-swirl-isolated-on-white.jpg?s=612x612&w=0&k=20&c=rgcPzFtiouVbmXYLkjSzjtGPyDf3KYmqe6QdvS9t-B0=
55,55,1,0,Eggnog,"Lait de poule, 7% M.G., produit canadien, 4% � 8% M.G.",1981-01-01,,1057,,https://static.vecteezy.com/system/resources/previews/026/553/497/non_2x/eggnog-in-a-white-cup-isolated-on-white-background-free-photo.jpg
56,56,1,0,Coffee whitener,"Colorant � caf� (non laitier), liquide",1981-01-01,,1067,,https://img.freepik.com/premium-photo/creamer-coffee-whitener-non-dairy-creamer-bowl-white-background_55883-547.jpg
61,61,1,0,2% milk,"Lait, partiellement �cr�m�, liquide, 2% M.G.",1981-01-01,,1079,,https://www.gordonrestaurantmarket.com/wp-content/uploads/2025/04c/504602-RAW-6-1744382751.jpg
63,63,1,0,1% milk,"Lait, liquide, partiellement �cr�m�, 1% M.G.",1989-01-01,,1082,,https://www.gordonrestaurantmarket.com/wp-content/uploads/2025/04c/504602-RAW-6-1744382751.jpg
68,68,1,3,Condensed milk,"Lait, concentr�, sucr�, conserve",1981-01-01,,1095,,https://media.istockphoto.com/id/700202878/photo/condensed-milk-in-tin-can-isolated-on-white-background.jpg?s=612x612&w=0&k=20&c=Xzm6d4pWySem-lmv6H1Q0mZBZia3NnS5Pr3YMPIWkuU=
70,70,1,0,Chocolate milk,"Lait, liquide, chocolat, partiellement �cr�m�, 2% M.G.",1981-01-01,,1103,,https://media.istockphoto.com/id/1496406388/photo/chocolate-milk-drink-or-milkshake-in-glass-cup-isolated-on-a-white-with-clipping-path.jpg?s=612x612&w=0&k=20&c=fTYT40CMjt_osIPi4IA3adKpxad0YHGRSQdD5cKmfuY=
75,75,14,1,Chocolate milkshake,"Lait frapp�, chocolat, �pais",1981-01-01,,1110,,https://media.istockphoto.com/id/1338229023/photo/chocolate-milkshake-isolated-on-white-background.jpg?s=612x612&w=0&k=20&c=s9ahz-gQbqbs30z9LDqS_vi97OYTygPV0zJ_Xj72Rds=
76,76,14,1,Vanilla milkshake,"Lait frapp�, vanille, �pais",1981-01-01,,1111,,https://media.istockphoto.com/id/472050135/photo/vanilla-milkshake-isolated-on-white.jpg?s=612x612&w=0&k=20&c=nF2E3QY9_Uy_EPc6v-XG3RW0YhsQ_IeHXO3oHAVeWlU=
80,80,1,0,Whey,"Lactoserum, sucr�, poudre",1981-01-01,,1115,,https://media.istockphoto.com/id/1479720563/photo/protein-powder-with-plastic-scoop-on-white.jpg?s=612x612&w=0&k=20&c=kri2PAX2JN7Qk_xRaQcmHjF48n60jcsqv3dowurwXu8=
88,88,1,0,Duck egg,"Oeuf, canard, entier, frais, cru",1981-01-01,,1138,,https://static.vecteezy.com/system/resources/previews/012/788/873/large_2x/single-duck-egg-on-white-background-with-clipping-path-front-view-free-photo.jpg
90,90,1,0,Quail egg,"Oeuf, caille, entier, frais, cru",1981-01-01,,1140,,https://img.freepik.com/premium-photo/quail-eggs-isolated-white-background_92795-2436.jpg
92,92,1,0,Unsalted butter,"Beurre, sans sel",1981-01-01,,1145,,https://img.freepik.com/premium-photo/butter-isolated-white-background-with-clipping-path_625448-2753.jpg
97,97,1,0,Goat cheese,"Fromage de ch�vre, semi-mou, (35% � 55% eau, 30% M.G.)",1993-01-01,,1157,,https://media.istockphoto.com/id/1287218565/photo/goat-cheese-isolated-on-white-background.jpg?s=612x612&w=0&k=20&c=x_uElVWaL_X1CTquz7uO4HAFkBbFecPHCZqug5zW2p8=
108,108,1,1,Feta,Fromage f�ta,1981-01-01,,1019,,https://media.istockphoto.com/id/479095932/photo/greek-feta-cheese-block-isolated-on-white.jpg?s=612x612&w=0&k=20&c=7_Swl1P9UI5XKxSiz4cxS-Gqi7xE4f6bOvML1yH_jmE=
109,109,1,0,Gouda,Fromage gouda,1981-01-01,,1022,,https://img.freepik.com/premium-photo/close-up-hard-dutch-gouda-cheese-white-background_908985-22973.jpg?w=360
114,114,1,0,Skim milk,"Lait, liquide, �cr�m�",1981-01-01,,1085,,https://www.gordonrestaurantmarket.com/wp-content/uploads/2025/04c/504602-RAW-6-1744382751.jpg
118,118,1,3,Butter,"Beurre, sal�",1981-01-01,,1001,,https://img.freepik.com/premium-photo/butter-isolated-white-background-with-clipping-path_625448-2753.jpg
119,119,1,3,Cheddar cheese,Fromage cheddar,1981-01-01,,1009,,https://img.freepik.com/premium-photo/red-cheddar-cheese-45-white-background_978449-190.jpg
120,120,1,3,Cottage cheese,"Fromage cottage, (2% M.G.)",1981-01-01,,1015,,https://media.istockphoto.com/id/1335898050/photo/cottage-cheese-in-a-plate-on-a-white-background-isolated.jpg?s=612x612&w=0&k=20&c=Qssby7xmborDEqWTeXm77QDQjLv2Rl87CigFOhezDjo=
123,123,1,0,Whole milk,"Lait, liquide, entier, agriculteur, 3.7% M.G.",1990-01-01,,1078,,https://www.gordonrestaurantmarket.com/wp-content/uploads/2025/04c/504602-RAW-6-1744382751.jpg
124,124,1,0,Buttermilk,"Babeurre, liquide, culture, 1% M.G.",1981-01-01,,1088,,https://www.gordonrestaurantmarket.com/wp-content/uploads/2025/04c/504602-RAW-6-1744382751.jpg
125,125,1,24,Egg,"Oeuf, poule, entier, frais ou congel�, cru",1989-01-01,1999-02-01,1123,,https://media.istockphoto.com/id/1447419799/photo/one-chicken-egg-isolated-on-white-background.jpg?s=612x612&w=0&k=20&c=l9Muo1lMAnmq7ngrICvn0FSSlUgpTGuoLd6MW7WSdw8=
126,126,1,23,Egg whites,"Oeuf, poule, blanc, frais ou congel�, cru",1989-01-01,1999-02-01,1124,,https://media.istockphoto.com/id/1402182083/photo/bowl-of-egg-whites.jpg?s=612x612&w=0&k=20&c=W_T5vKnvAwsUnvy3e-zCqwn7xp4ritjfoB93mwJDNHY=
136,136,1,24,Table cream,"Cr�me � caf� (cr�me de table), 18% M.G.",1985-01-01,,,,https://www.gordonrestaurantmarket.com/wp-content/uploads/2025/04c/504602-RAW-6-1744382751.jpg
138,138,1,24,Whipping cream,"Cr�me � fouetter, 35% M.G.",1985-01-01,,,,https://www.gordonrestaurantmarket.com/wp-content/uploads/2025/04c/504602-RAW-6-1744382751.jpg
139,139,1,0,Sour cream,"Cr�me sure, de culture, 14% M.G.",1981-01-01,,1178,,https://media.istockphoto.com/id/1432705880/photo/sour-cream-with-onion-in-bowl-isolated-on-white-background-clipping-path-full-depth-of-field.jpg?s=612x612&w=0&k=20&c=Bo7IXvmhuOt6RE1Xgzjj_KjxUpKHGFpBBdgS-CHqm40=
140,140,1,1,Evaporated milk,"Lait, concentr�, entier, conserve, non dilu�, 7,8% M.G.",1981-01-01,,1096,,https://media.istockphoto.com/id/535044757/photo/bowl-of-evaporated-milk-isolated.jpg?s=612x612&w=0&k=20&c=B_vsX0vlpdk7L-a4EFpCto4wUCotx7q44pH75nc5XFs=
150,150,1,24,Half and half cream,"Cr�me � c�r�ales (moiti�-moiti�), 10% M.G.",1985-01-01,,,,https://www.gordonrestaurantmarket.com/wp-content/uploads/2025/04c/504602-RAW-6-1744382751.jpg
170,170,2,0,Anise seeds,"�pices, anis, graines",1990-01-01,,2002,Pimpinella anisum,https://media.istockphoto.com/id/511850248/photo/star-anise-spice-fruits-and-seeds-isolated-on-white-background.jpg?s=612x612&w=0&k=20&c=mC9hsDIrUoIPAcH4RgOGFwy9nm3gxzoHruC-rpJvcGo=
171,171,2,0,Dried basil,"�pices, basilic, d�shydrat�",1981-01-01,,2003,Ocimum basilicum,https://media.istockphoto.com/id/511209688/photo/dried-basil-flakes-in-a-ceramic-bowl.jpg?s=612x612&w=0&k=20&c=TJDLAhiPceAoSaNY6oR-tQm6SAwF6Hlrms2p6Tt7ahQ=
172,172,2,0,Bay leaf,"�pices, laurier, feuilles",1981-01-01,,2004,Laurus nobilis,https://img.freepik.com/premium-photo/bay-leaf-white_105428-1089.jpg
173,173,2,0,Caraway seed,"�pices, carvi, graines",1993-01-01,,2005,Carum carvi,https://media.istockphoto.com/id/541570942/photo/caraway-seed-isolated-on-white-view-from-above.jpg?s=612x612&w=0&k=20&c=4yDgChGLuRu3LrY6eVC_tOjLsXJRvyMkxXasRqQBw1A=
174,174,2,0,Cardamom,"�pices, cardamome, moulue",1981-01-01,,2006,Elettaria cardamomum,https://media.istockphoto.com/id/1327578667/photo/cardamom-pods-isolated-on-white-background-top-view.jpg?s=612x612&w=0&k=20&c=Z4FXGWlmYi9qXTs26a4xsa2eZAzHDkdf_b_WFy_BnmI=
175,175,2,0,Celery seed,"�pices, c�leri, graines",1981-01-01,,2007,Apium graveolens,https://media.istockphoto.com/id/94286722/photo/pile-of-whole-celery-seeds-on-white.jpg?s=612x612&w=0&k=20&c=zl30bfi70eA0I6chxcmo2KFZu6LuhVjzRUekdl41MxE=
176,176,2,0,Dried chervil,"�pices, cerfeuil, d�shydrat�",1981-01-01,,2008,Anthriscus cerefolium,https://ultrafoods.ca/wp-content/uploads/2018/01/Chervil.jpg
177,177,2,0,Chili powder,"�pices, chili, poudre",1981-01-01,,2009,,https://img.freepik.com/premium-photo/red-chilli-pepper-powder-isolated-white-background_55610-28.jpg
178,178,2,0,Ground cinnamon,"�pices, cannelle, moulue",1981-01-01,,2010,Cinnamomum verum & Cinnamomum aromaticum,https://img.freepik.com/premium-photo/pile-ground-cinnamon-isolated-white-background_183587-2448.jpg
179,179,2,0,Ground cloves,"�pices, clou de girofle, moulu",1981-01-01,,2011,Syzyghum aromaticum,https://media.istockphoto.com/id/1263162088/photo/heap-of-dried-cloves-and-ground-cloves.jpg?s=612x612&w=0&k=20&c=dxWcPL6VsqhWIOYf6x3ryfRtPLzGXgUCptIFclCLOks=
180,180,2,0,Dried coriander,"�pices, coriandre (cilantro), feuilles, d�shydrat�",1990-01-01,,2012,Coriandrum sativum,https://media.istockphoto.com/id/1126475035/photo/dried-chopped-coriander-leaves-in-a-dark-wood-bowl-next-to-fresh-coriander-leaves-isolated-on.jpg?s=612x612&w=0&k=20&c=ElMfu74ACD4DRs65h-kA_RXY_0b4FeXTboVbFO93ByE=
181,181,2,0,Coriander seed,"�pices, coriandre (cilantro), graines",1981-01-01,,2013,Coriandrum sativum,https://img.freepik.com/premium-photo/coriander-seed-white-background_55883-8453.jpg
182,182,2,0,Cumin seed,"�pices, cumin, graines",1981-01-01,,2014,Cuminum cyminum,https://img.freepik.com/premium-photo/cumin-seeds-white-background_392895-35269.jpg
183,183,2,0,Curry powder,"�pices, cari, poudre",1981-01-01,,2015,,https://media.istockphoto.com/id/1404442451/photo/turmeric-powder.jpg?s=612x612&w=0&k=20&c=93BIx5k-7gf-cuIjwFRZ2nVXQhwJ-2ZWV7gOXkfO8t0=
184,184,2,0,Dill seed,"�pices, aneth, graines",1981-01-01,,2016,Anethum graveolens,https://img.freepik.com/premium-photo/heap-dill-seed-isolated-white-background_256988-176.jpg
185,185,2,0,Dried dill,"�pices, aneth, d�shydrat�",1981-01-01,,2017,Anethum graveolens,https://img.freepik.com/premium-photo/dried-dill-clay-bowl-isolated-white-background-seasoning-spice-top-view_84485-1245.jpg
186,186,2,0,Fennel seed,"�pices, fenouil, graines",1981-01-01,,2018,Foeniculum vulgare,https://img.freepik.com/premium-photo/fennel-seeds-white-background_502106-231.jpg
187,187,2,0,Fenugreek seed,"�pices, fenugrec, graines",1981-01-01,,2019,Trigonella foenum-graecum,https://cdn.qvm.com.au/wp-content/uploads/2021/08/Fenugreek-Seeds.jpg
188,188,2,0,Garlic powder,"�pices, ail, poudre",1981-01-01,,2020,Allium sativum,https://cdn.qvm.com.au/wp-content/uploads/2021/04/Garlic-Powder.jpg
189,189,2,0,Ground ginger,"�pices, gingembre, moulu",1981-01-01,,2021,Zingiber officinale,https://img.freepik.com/premium-photo/ground-ginger-white-background_400658-21.jpg
190,190,2,0,Ground mace,"�pices, macis, moulu",1981-01-01,,2022,Myristica fragrans,https://media.istockphoto.com/id/136908746/photo/mace.jpg?s=612x612&w=0&k=20&c=WBMprMFUrYv8fiFCs6_cRGdCIbVaQCj2TEukCelhV9I=
191,191,2,0,Dried marjoram,"�pices, marjolaine, d�shydrat�e",1981-01-01,,2023,Origanum majorana,https://media.istockphoto.com/id/1388719313/photo/pile-of-dried-herbs-isolated-on-white.jpg?s=612x612&w=0&k=20&c=B6Nk8AclHP-alzYaenBOQoisgWMi5XO6G8Ds2amOuvI=
192,192,2,0,Mustard seed,"�pices, graines de moutarde, jaunes",1981-01-01,,2024,Sinapis alba and Brassica juncea,https://img.freepik.com/premium-photo/black-mustard-seeds-plate-isolated-white-background_219717-323.jpg
193,193,2,0,Ground nutmeg,"�pices, muscade, moulue",1981-01-01,,2025,Myristica fragrans,https://static.vecteezy.com/system/resources/previews/034/225/575/large_2x/ground-nutmeg-isolated-on-white-background-with-copy-space-for-text-images-spices-and-herbs-packaging-concept-close-up-top-view-photo.jpg
194,194,2,0,Onion powder,"�pices, oignon, poudre",1981-01-01,,2026,Allium cepa,https://media.istockphoto.com/id/1135285205/photo/dried-onion-heap-isolated-on-white-background-top-view.jpg?s=612x612&w=0&k=20&c=KlHPg-yAEs9pIJwfYGAubb3DuNZWMFaYueC4ViZfcM0=
195,195,2,0,Ground oregano,"�pices, origan, moulu",1981-01-01,,2027,Origanum vulgare,https://img.freepik.com/premium-photo/pile-dried-oregano-leaves-isolated-white-background_355725-1185.jpg
196,196,2,0,Paprika,"�pices, paprika",1981-01-01,,2028,Capsicum annuum,https://media.istockphoto.com/id/92124788/photo/spices-pile-of-red-paprika-over-white.jpg?s=612x612&w=0&k=20&c=VtEHdJvWRHYHap54FXhxbgYbg0vENc9CMj76pVvReys=
197,197,2,0,Dried parsley,"�pices, persil, d�shydrat�",1981-01-01,,2029,Petroselinum crispum,https://img.freepik.com/premium-photo/dried-parsley-isolated-white-background_495226-532.jpg
198,198,2,0,Black pepper,"�pices, poivre, noir",1981-01-01,,2030,Piper nigrum,https://media.istockphoto.com/id/1301622377/photo/ground-black-pepper-in-a-wooden-bowl-and-peppercorns-on-a-white-background-isolated-top-view.jpg?s=612x612&w=0&k=20&c=xPqOOYHRslVzSSlFAyLc9evjCFgLW2oHxgvmw8uR1Nc=
199,199,2,0,Cayenne pepper,"�pices, piment rouge ou de cayenne",1981-01-01,,2031,Capsicum frutescens or Capsicum annuum,https://media.istockphoto.com/id/1124401100/photo/red-peppers-on-white-background.jpg?s=612x612&w=0&k=20&c=wJ6F1_cow9YR5zlHIrk5F1hu3H2SshtlQVayn30gcFg=
201,201,2,0,Poppy seed,"�pices, pavot, graines",1981-01-01,,2033,Papaver somniferum,https://media.istockphoto.com/id/673297918/photo/whole-black-poppy-seeds.jpg?s=612x612&w=0&k=20&c=qjqN4H-pV-ssv1IeyY_oSGdT2KXxAlLU3AhlFWWJ3yw=
204,204,2,0,Dried rosemary,"�pices, romarin, d�shydrat�",1981-01-01,,2036,Rosmarinus officinalis,https://static.vecteezy.com/system/resources/previews/004/287/555/large_2x/dried-rosemary-leaves-on-white-background-photo.jpg
205,205,2,0,Saffron,"�pices, safran",1981-01-01,,2037,Crocus sativus,https://media.istockphoto.com/id/825079452/photo/saffron-threads-autumn-crocus-isolated-on-white-background.jpg?s=612x612&w=0&k=20&c=yrtVzW_fxtaOTdlDxGj9xpPfXOmL3LhNyfYEveneMbU=
206,206,2,0,Ground sage,"�pices, sauge, moulue",1981-01-01,,2038,Salvia officinalis,https://media.istockphoto.com/id/1138513064/photo/salvia-or-sage-heap-isolated-on-white-background-front-view.jpg?s=612x612&w=0&k=20&c=WbUezx1YFXfHqm9Ij6LLpLyGfATWMoGTpfLi6gIIJ48=
207,207,2,0,Ground savory,"�pices, sarriette, moulue",1981-01-01,,2039,Satureja hortensis,https://img.freepik.com/free-photo/small-heap-ground-mustard-isolated-white-background-with-copy-space-text-images-spices-herbs-packaging-concept-close-up-side-view_639032-2026.jpg?semt=ais_hybrid&w=740
209,209,2,0,Dried tarragon,"�pices, estragon, d�shydrat�",1981-01-01,,2041,Artemisia dracunculus,https://media.istockphoto.com/id/1366941732/photo/dry-parsley-in-ceramic-bowl-on-white-background.jpg?s=612x612&w=0&k=20&c=XRUTLCb4i4BqeEtFhA8prOV-JSOwJwLJslKUMttFO1U=
210,210,2,0,Dried thyme,"�pices, thym, d�shydrat�",1981-01-01,,2042,Thymus vulgaris,https://img.freepik.com/premium-photo/isolated-dry-spice-thyme-white-background_638381-38.jpg
211,211,2,0,Ground tumeric,"�pices, curcuma, moulu",1981-01-01,,2043,Curcuma domestica (C longa),https://img.freepik.com/premium-photo/whole-ground-turmeric-white-background_502106-459.jpg
212,212,2,0,Basil,"Basilic, frais",1993-01-01,,2044,Ocimum basilicum,https://media.istockphoto.com/id/1369710582/photo/close-up-sweet-basil-leaf-on-white-background.jpg?s=612x612&w=0&k=20&c=oKCaPPI0usD4gAtvImDvGSMvkJzyOE6MncV2qvSkKNo=
213,213,2,0,Dill,"�pices, aneth, frais",1993-01-01,,2045,Anethum graveolens,https://img.freepik.com/premium-photo/fresh-green-dill-isolated-white-background_185193-40246.jpg
214,214,2,0,Table salt,"Sel, table",1995-01-01,,2047,,https://media.istockphoto.com/id/1067295372/photo/salt-shaker-on-white-background.jpg?s=612x612&w=0&k=20&c=8jStlTA0fS4psoMh4HDB5Zt4U5tuRHa15LEMEGGH5-g=
215,215,2,0,Thyme,"�pices, thym, frais",1995-01-01,,2049,Thymus vulgaris,https://img.freepik.com/premium-photo/fresh-thyme-isolated-white-background_625448-849.jpg
217,217,2,0,Artificial vanilla extract,"Vanille, extrait, imitation, avec alcool",1995-01-01,,2051,,https://img.freepik.com/premium-photo/vanilla-extract-white-background-generated-by-artificial-intelligence_893986-889.jpg
414,414,4,0,Beef tallow,"Gras animal, suif de boeuf (gras de boeuf)",1981-01-01,,4001,,https://static.vecteezy.com/system/resources/thumbnails/053/596/681/small/torn-buffalo-white-mozzarella-cheese-isolated-on-white-background-top-view-photo.jpg
415,415,4,0,Relish,"Tartinade pour sandwich, avec cornichons hach�s, ordinaire, huile non sp�cifi�e",1981-01-01,,4030,,https://media.istockphoto.com/id/183264650/photo/relish.jpg?s=612x612&w=0&k=20&c=ZmFjl0_wlHYfp0THLcHmN75v6u1dpXkwF9wB-5AG_u0=
418,418,4,0,Peanut oil,"Huile v�g�tale, arachide",1981-01-01,,4042,,https://img.freepik.com/premium-photo/peanut-oil-with-peanuts-leaves-isolated-white-surface_252965-870.jpg
419,419,4,0,Soybean oil,"Huile v�g�tale, soya",1981-01-01,,4044,,https://media.istockphoto.com/id/493869332/photo/soy-beans-and-oil-on-white-background.jpg?s=612x612&w=0&k=20&c=kIzr4x90Ebppn1kF0GOVMIncxMkxzSqRrVvnX4nEQvQ=
420,420,4,0,Coconut oil,"Huile v�g�tale, noix de coco",1993-01-01,,4047,,https://media.istockphoto.com/id/511052092/photo/coconut-oil.jpg?s=612x612&w=0&k=20&c=aeZ_3WLw2KUUbGr-rDx-gC3hUqdomaT_-JR0khjX8qk=
422,422,4,0,Olive oil,"Huile v�g�tale, olive",1981-01-01,,4053,,https://media.istockphoto.com/id/185042080/photo/olive-oil-bottle-isolated-on-a-white-background.jpg?s=612x612&w=0&k=20&c=BbmYbxhMmQymth5vebg_E6XtDSR1gMkaU70s_vNc-C0=
423,423,4,0,Palm oil,"Huile v�g�tale, palme",1981-01-01,,4055,,https://media.istockphoto.com/id/1471576737/photo/palm-oil-in-glass-bottle-and-fresh-oil-palm-fruit-isolated-on-white.jpg?s=612x612&w=0&k=20&c=SOaIZ1zo2cSDdRN6LN_p7enrCKiqvoLPtGycI_W1W4w=
424,424,4,0,Sesame oil,"Huile v�g�tale, s�same",1981-01-01,,4058,,https://media.istockphoto.com/id/1398765692/photo/sesame-oil.jpg?s=612x612&w=0&k=20&c=UgVh3QW2K3Ki028lvBnqQWFC6FYkF1Y1xeVMPiYqUAM=
429,429,4,0,Cocoa butter,"Huile v�g�tale, beurre de cacao",1981-01-01,,4501,,https://media.istockphoto.com/id/1149111703/photo/chunks-of-raw-organic-cocoa-butter-isolated-on-a-white-background.jpg?s=612x612&w=0&k=20&c=g3Bc8lfzcA33IzPzhO8uj6ju6g8-onbn3gsfN1CN3js=
437,437,4,0,Corn oil,"Huile v�g�tale, ma�s",1981-01-01,,4518,,https://media.istockphoto.com/id/1464123899/photo/bottle-of-corn-oil-or-maize-oil-and-corn-ears-isolated-on-white-background.jpg?s=612x612&w=0&k=20&c=tx_9xEYsh-XXjljIPKf7SuRpEweUIMEArBVONDpYEu4=
446,446,4,0,Shortening,"Shortening, domestique, huile de soya (hydrog�n�e) et palme",1995-01-01,,4559,,https://hummingbirdwholesale.com/cdn/shop/files/O205-Palm-Shortening-473h.jpg?v=1711658402
